"subject","body","label"
"thanks for your concern","attention: the president/ceo   dear sir,   confidential business proposal   having consulted with my colleagues and based on the information gathered from the south african chambers of commerce and industry, i have the privilege to request your assistance to transfer the sum of $25,500,000.00 (twenty-five million, five hundred thousand united states dollars) into your accounts. the above sum resulted from an over-invoiced contract, executed, commissioned and paid for about five years (5) ago by a foreign contractor. this action was however intentional and since then the fund has been in a suspense account at the reserve bank of south africa apex bank.   we are now ready to transfer the fund overseas and that is where you come in. it is important to inform you that as civil servants, we are forbidden to operate a foreign account; that is why we require your assistance. the total sum will be shared as follows: 70% for us, 25% for you and 5% for local and international expenses incidental to the transfer.   the transfer is risk free on both sides. i am an accountant with the department of minerals and energy  corporation (dme). if you find this proposal acceptable, we shall require the following documents:   (a) your bank name, telephone, your account details and fax numbers.   (b) your private telephone and fax numbers - for confidentiality and easy communication.   (c) your letter-headed paper stamped and signed.   alternatively we will furnish you with the text of what to type into your letter-headed paper, along with a breakdown explaining, comprehensively what we require of you.   please reply urgently through the below email address. email: mmorebe@zwallet.com tel + 27 83 511 9309   best regards  mr.m morebe","1"
"mutual assistance","from: mr. peter wang qin  standard bank sa  e-mail: pet_wang@standardbanksa.net dear sir,                                      highly confidential  greetings.  this mail may come to you as a surprise but i plead with you to patiently read through it before making a decision whether to assist me or not.  i wish to solicit for your assistance in the transaction which i strongly believes will be of mutual benefit to both of us if treated with trust and confidentiality that it deserve.  my name is mr. peter wang qin, the branch manager of a reputable bank in johannesburg, gauteng province, in the republic of south africa. i and two of my colleagues wish to seek your assistance in the transfer of some huge sum of money into a foreign bank account.  this money was deposited seven years ago in a fixed deposit account in my bank by an oil consultant/contractor with the south african mining corporation. (name deliberately withheld for now) the length of time for the maturity of the fixed deposit was five years, which expired towards the ending of last year. upon maturity, a routine notification was sent to his forwarding address but got no reply.  after a month, a reminder was also sent and finally we discovered from his contract employers - the south african mining corporation that the depositor died from an automobile accident. on further investigation, i found out that the depositor/beneficiary actually died in a car accident here in south africa, in may 2000 and he left nobody as next-of-kin to claim this money. all efforts made to trace any known relations of his proved abortive, and no one has written our bank in this regard.  hence, this said money is still lying in my bank and the interest is being rolled over with the principal sum at the end of each year. now its clear no one will ever come forward to claim it. and according to the laws of republic of south africa, at the expiration of 5(five) years, the money will revert to the ownership of the south african government if nobody applies to claim the fund.  all modalities for the successful transfer of this money into an offshore bank account have been put in place and we are looking for a trust worthy foreign partner into whose bank account this fund would be remitted to and it is this regard that my colleagues have mandated me to provide a partner who will assist us. we have agreed to compensate you with 25% of the total amount if you should accept to assist us.    if you are interested in giving us the required assistance, kindly reply this mail stating your telephone/fax numbers for further action. because of the secrecy surrounding this transaction, l suggests that you contact me only through e-mail, until further notice.  i am looking forward to a favorable reply from you soon. feel free to ask any question in this regard.  i remain,  yours faithfully, mr. peter wang qin","1"
"can we work together","attention: dear sir, i make this appeal with the understanding that any facts or opinion  expressed by me are giving in confidence and solely for your personal  information and use. i am mr. mohamed hassan ,the manager of bill and exchange at the foreign remittance department of my bank. in my department i discovered an abandoned sum of us$8.5m,(eight million, five hundred thousand us dollars) with account number 14-2558-5976 that belongs to one of our foreign customers who died along with his wife and only daughter in a plane  crash of alaska airlines flight number 261 which crashed on 31 january, 2000.  you shall read more about the crash on visiting this site    the owner of this account is mr. morris thompson an american and great industrialist and  a resident of alaska. it is therefore upon this discovery that i now decided to make this business proposal to you and for our bank to release the money to you.  you have to follow the instruction which i will send to you as the next of kin or relation to the deceased for safety and subsequent disbursement since nobody is coming for it and i don't want this money to go into our bank treasury as unclaimed bill. the banking law and guidelines here stipulates that if such money remained unclaimed after three years, the money will be transfered into the bank treasury as unclaimed fund. the money has now stayed more than three years and i am preparing documentaion to prove that this money has been transfered to our bank treasury. it will be between me and you only that will know that the money is not transfered into our treasure. the request of foreigner  as next of kin in this transaction is occasioned by the fact that the customer was a foreigner and a senegalese cannot standas next of kin to a foreigner. in appreciation of your assistance, i am offering you 30% of the total sum.  5% for contingencies (cost of transfer/other charges) likely to be incurred during the course of transaction, while the remaining 65% is for me. upon receipt of your reply, i will send to you by fax or email the text of the application which you will complete and forward to our bank asking for this money to be paid to you as the next of kin to mr. morris thomson.  i will not fail to bring to your notice that this transaction is hitch-free and that you should not entertain any fear as all required arrangements have been made for the transfer. you should contact me immediately as soon as you receive this mail through the above email or your can call me directly at +221.4785227 please do not hesitate to contact me immediately should you consider my urgent request.  yours faithfully, mr. mohamed hassan","1"
"mr leonard okobi","auditing and accounting unit. foreign operations department. nigerian national bank . email:leonard_okobi05@yahoo.co.uk dear friend, i am mr leonard okobi, the head of auditing and accounting section of (nnb) nigerian national bank  in west africa. with due respect and regards,i have decided to contact you on a business at hand that will be very beneficial to both of us at the end of  the transaction. here in this bank existed a dormant account for the past 8 years which belong to a american national late mr morris thompson who died on alaska airlines flight 261. more details about the deceased himself,you can check on() but, since then we have not had any body coming for the claims as the next of kin. a sitaution i have monitored closely with my position in the bank.now, having monitored this deposit over the years after his death, and hence nobody has showed up as the next of kin for the past three and half years, i have moved the file to my private volt. the amount is not so much at the moment and plus all the accumulated interest the balance in this account stands at-(us$9.5million us dollars). now my questions are:- 1. can you handle this project? 2. can i give you this trust? 3. what will be your commission? if you can sponsor this transfer. consider this and get back to me as soon as possible with the following. 1.your full name 2.your full address 3.your age/occupation 4.your direct phone/fax numbers for easy communication 5.your banking details in which this money will be paid into. we shall employ the services of an attorney for drafting and notarization of probate/administration in your favor for the transfer. a  bank account in any part of the world that you will provide will then facilitate the transfer of this money to you as the beneficiary|next of kin. finally, it is our humble prayer that the information as contained herein be accorded the necessary attention, urgency as well as the secrecy it deserves. i expect your urgent response if you can handle this project. call me at this direct line +2348023434277 after sending a mail for confirmation. i am expecting your urgent response as soon as you receive my message. respectfully yours, mr leonard okobi","1"
"can you assist?","dear sir/madam,   since the present new south africa. the south african reserve bank which over rides all banking system has cut across the monetary policy committee (mpc) and most banking system. and major policy has been established since the beginning of this year by the south african reserve bank (sarb) on january 1st 2005 as it first annual physical policy. decisions to cut the policy/ financial institutions to be able to meet up with the world standard banking system were carried out.   basically a repurchase (repo) rate by 150 basic points from 10 percent to 8.5 percent. this was the first consecutive cut starting from january 1st 2005 which basically affects all banking sphere which first national bank and most commercial bank were not left out. the declining rate of the rands to foreign exchanges 8.9 percent to 8.5 percent was a major issue. the rand initially ignored the interest rate but then weakened to 7.20/dollar from the beginning of this year. sarb attributed this to many factors that led to the january 2005 rate cut, such as subdued inflation from the rest of the world, a strong rand, an improvement in inflationary expectations and surplus productions.capacity in manufacturing, prudent fiscal policy and slower growth in monetary aggregates. millions of rands and dollars held with various bank which are not accountable to taxes, goes a long way in causing cpix inflation which have move below normal rate. most bank like absa bank, first national bank and nedbank also report that lower interest rates influenced households consumptions pattern with regards to other interest rate sensitive goods.   in view of all these limitations and constraint the south africa government therefore come up with this new 2005 policy for all major bank to summit all dormant account for a certain period which have not been accountable to taxes to the south africa reserve bank. as  such account is deemed closed and all money contained therein forfeited to the government treasury account. now, it is being speculated that such sum held in such account will be transferred into the government account as an unclaimed fund if no one makes a claim.  my bank were i work has done a routine check on all dormant account and found out three major account worth million of dollars that belongs to foreign customers who have died for the past five years. with my position as the manager of bills/exchange at the foreign  remittance department and with other three senior colleagues of the bank we conveniently summit only two to the government. the committee to review and summit this account was held by me, hence our ability to have submitted only two of this account. the other account we  have planned to transfer the money somewhere and share between ourselves. but we need a foreign partner, since the south africa inheritance laws and the banking laws does not allow us to have foreign account. all details of the said deceased are with us. he died along with his wife. it is based on this background that this panel set up to submit such account in my department and i have decided to make an initial contact with you to establish a business relationship to claim the money. in essence, we will like to form a partnership with you where you can then present yourself as the next of kin through your relation as a business partner with the deceased so that the funds can be remitted into your account. we have full access to the deceased biological data which we will furnish you and then use to present yourself as the rightful next of kin which give you a claim to the funds. note that full details of the deceased how/cause of death, amount in question and when he die are with us.  we therefore expect you to reply to this letter through this email address to discuss the transaction further with you. after receiving your reply, we will contact you and furnish you with more details and the exact steps to take in completing this transfer. for deceased details and information about their death and names view this webiste for your perusal. http://www.newscotland1398.net/lunenco/swissbaysw.html  deceased name mr. benjamin wahkyn and wife mrs. benjamin whitney. dead on september 2, 1998 in a plane crash swissair flight 111.please endeavour to keep this issuse very confidential. thanks in anticipation of your response,   mr.santus h. mufasa manager: bills/exchage  foreign remittance dept first national bank south africa.","1"
"good news","greeting, sir, i am contacting you believing you are a honest and trustworthy person.i believe you will not betray the confidence i am willing to repose in you, for me to have contacted you even though we've not met before. my name is mohammed tankoh,the only son of late mr.hassan tankoh who was the chairman /president/ceo,cacao-cafe & agro-alimentary industries plc.scafecao)""bouake"" and ex-owner of polyclinic la-madonne, of the republic of cote d'ivoire. you can find the story on this website:http://news.bbc.co.uk/2/hi/africa/2269238.stm on 19th of september 2002,a group of so called rebels took over the city of bouake to over-throw the government of mr.laurent gbagbo the president of cote d'ivoire. on the 20th day morning at about 4:18am some fractions of the same group of rebels break into our house and killed our security guard and pass-through the gate entrance to the main building and took my father away to an un-known destination. after about four hours later we found him (my father) at the road side, by then he had been totally beaten and was bleeding to death lying in the pool of his own blood. from there, we rushed him to a near by hospital and hours later he sent for my mother. so he told her that he can not make it from the doctors diagnosis, he also told her that it was because he (my father) was not from the northern part of the country that he has been treated this way and also being a political activist. and again he said he is suspecting some of his business partners for conspiracy and this sort of brutality. he also told my mother that he deposited a huge amount of money i.e us$ 10.5million dollars(ten million five hundred thousand us dollars only)in a finance house in the capital city of senegal (dakar) and also told her where he kept the whole documents concerning this deposit that is made for investment purpose in the western world. that same day, he (my father) gave up the ghost. then with the help of the french soldiers, we escaped to senegal, where we are now. i am now contacting you believing you are honest and trustworthy to help us to receive the money in your account for investment, i and my mother has decided in compensating you 20%of the total amount for your assistance . please do take your time to go through the mail and get back to us, so that i will simply introduce to the finance house where the fund are being kept now for onward transfer. so you can contact me through my alternate email adressfor security reason. email mohammedtankoh30@yahoo.com i am waiting for your response. thanks and god bless. mohammed tankoh .","1"
"please get back to me","from:dr.uzor obi. e-mail:uzor5@myway.com tel:234-8042137980 date 16/08/2005 dear sir, we are making this contact with you because of the reliable information available to us concerning your reputation and that of your company. this  business request may seem strange, but i crave your indulgence and pray you, view it seriously as we re convinced that you would be capable to provide us  with a solution to a moneytransfer of thirty two million, five hundred thousand united state dollars (us$32,500,000.00) first of all i am an  accountant and auditor of the petroleum (special) trust fund (n.n.p.c) the  apex department of the oil industry in nigeria.   i am also a member of its foreign contract tenders committee (fctc). my principal job/function has to do with the appraisal and approval of payment of contract awarded by this parastatal. in the course of my duties, i discovered various over inflated contract values totaling us$32.5million. the said amount emanated from deliberate over invoicing of old projects executed by some foreign firms through some government officials.these officials have since been moved or retired following the inauguration of the new administration. after due consultation with key members of the tenders committee (fctc), i was mandated to seek and arrange with a trusted foreign national who can assist us in transferring the above state amount out of nigeria.now that all the contracts have been paid following the completion and commissioning of the various contract, the above mentioned sum through approved is still floating. we decided to transfer this money to a safe and trusted bank accounts with a   very reliable person to assist us after which the funds be share in the understated ratio.your assistance is needed for two main reasons;  (i) as government employees ,we are not permitted by the nigeria law to operateforeignaccounts. (ii)since the initial contracts were executed by the  foreign firms, only a foreign firm can make claims or as a beneficiary for the purpose of transferring the money out of nigeria.we have unanimously agreed to compensate you with 35% of the total sum ( us$32.5million ) if you are willing to render us your assistance as regards the transfer. it was also agreed that 5% shall be set aside to offset incidental expenses that might be incurred by either of us course of offsetting this transfer. the remaining 60% shall be our due share.all necessary arrangements required for a speedy conclusion of this transaction have been put in place with top officials of the nigeria federal ministry of finance and the central bank of nigeria to enable us conclude the  whole transaction within a very shortspace of time.what is required of you is  first to furnish us with the following through my email address. 1.) bank details to be used (that is banks name and account number ) 2.) the beneficiary's name, 3.)your private / official telephone and fax number.while promising you a  smooth and hitch -free transfer of this fund into the account nominated by you, we want you to know that this is very sensitive transaction which should not be disclosed to any other party. this is very important because this deals involves some high ranking nigeria  government officials who would not want to be involved in any form of scandal.we however trust that this will be the beginning of a lasting business relationship between you and us as we shall appreciate your advice on the investment opportunities in your line of business or any other type of viable business in your country.if this deal interest you,reply me  immediately through my personal e-mail: uzor5@myway.com or call me on my  receiving number:234-8042137980 for more details. best regards as we look forward to hearing from you soonest. your sincerely, dr uzoma obi.   ___________________________________________________________________________ ---------------------------------------------- http://www.zahnklinik-innsbruck.at","1"
"respond soonest!","my valued friend  i am mr. mike ato, a regional branch manager, international commercial bank ltd, ghana, west africa. i write you this letter in good faith and trust and expected you to keep it confidential. also i hoped you will not be embarrassed as why i contacted you. i have that conviction to contacted you hoping all will be with your full co-operation.  i am in control of the sum of one million, eight hundred and fifty thousand us dollars ($1,850,000),an excess profit made by our regional branch in the last quarter of the year 2004. i have carefully placed the fund in an escrow call deposit account and did not declare it to my head office, while accounting for the end of the year fiscal profits.  can i really trust you to hold this money for me until i arrive your country and pick it up myself and you deduct 30% of the total money as your remuneration? if you accept my offer you can contact me immediately. if you do not accept can you forget i contacted you?  i want you to get me a good current account in your country where i can move this money. i will discreetly give you all the information concerning the account so that you can apply to our head office for the transfer of the money to your account.  you shouldn't be afraid, as it will be just a smooth bank-to-bank transfer. there is practically no danger to your person.  i am hoping for your perfect understanding of my situation and position.  thanks mike","1"
"from:mr.moses paraiso,","from:mr.moses paraiso, continental bank-benin av. jean paul ii, carrefour des trois banques, 01 bp 2020 - cotonou republice of benin swift: cobb bj bj télex : contbk 5151 ctnou                                   atten:                         (re: transfer of usd28.5million)  compliments of the day permit me to introduce myself to you. my name is mr.moses paraiso,a top management official of the above finance corporation in cotonou, benin republic.  as it may intrest you to know, i got your contact through my international business enquiry  as i was making contact of an foreign partner that will assist me to bring this deal to be a success. i beleive you will be viable and capable to champion a business of such  magnitude without any problem.  proposition: an australian engr donald pepper, a prosperous oil\\gold merchant had in our bank the sum of $28.5million in a domiciliary account. unfortunately, he was killed in a recent ghastly motor accident in benin republic. efforts had been made by the management of my bank through the australian embassy to contact any of the deceased children but to no avail. i later discovered that he had no children. given the skeletal information available to the bank, it has so far been impossible to reach any of the relatives.  the situation left for the management is to declare the deceased account dormant and revert the funds to trading for interest to the bank. in order to avoid this development, i now seek your approval to have you stand as a distant relative to engr donald pepper, so that the money would be released to you. i am only contacting you as a foreigner because this money can not be approved to a local bank here, but can only be approved to any foreigner with valid international passport or drivers license and foreign account. because the money is in us dollars and the former owner of the account engr donald pepper,was a foreigner too.  all documents and proofs to enable you get the money will be carefully packaged once i receive your acceptance on this proposal. i shall apply for a leave as soon as the funds get into your reliable account to come to your country for sharing and investments which you will assist me in doing. may i assure you that this is safe and risk-free, as i have taken care of all necessary modalities to ensure a hitch-free transfer i have decided that upon the conclusion of this transaction you will be entitled to 30% of the total funds i have reposed my confidence in you and hope that you will not disappoint me. for us to proceed please send to me your full location address, telephone and fax numbers to enable us discuss further about this transaction.  regards and god bless you, mr.moses paraiso. kindly call me for more information. phone number +229 - 05 17 26","1"
"best regards","mr eric wong property & lease managers 26 kesington court london, england.  dear friend,  i write you in good faith, hoping that you will treat this letter as a desperate search for assistance in a matter that shall benefit both of us. a random search based on your locality from the internet produced your name and address, please i apologise for this medium of contact as it appears the only definate way i can have assistance with this matter.  i am eric wong a property manager to a deceased immigrant property magnate who was based in the u.k., also referred to as my client.  on monday, 31 july, 2000, 13:22 gmt 14:22 uk , my client, his wife and their two children died in the air france concord plane crash bound for new york in their plan for a world cruise,  i have been managing his properties here in the u.k. and some others which he put out for sale. the properties which have long been put out  on sale have now been paid for and now the money paid has long been deposited into his local bank account here. i have contacted you to  assist in repatriating the money and estate left behind by my client before they get confiscated or declared unserviceable by his bank. particularly, the bank has issued me with a notice to provide any of his next of kin  or have the account confiscated within a short period of time.  my late client has an account valued at 30 million united states dollars only. since i have been unsuccessful in locating any of my  clients relatives for some time now and with no one coming forward since my clients passing on, and with the bank now giving me a deadline, i now  seek your consent to present you as the next of kin to my deceased client,  so that the proceeds of his account valued at 30 million united states dollars only can be paid to you.  this i intend we share amongst ourselves in the ratio of 50% to me and 40% for you while the balance 10% we shall use for settling any miscellaneous expenses that might arise. i have all the necessary  information that can be used to back up any claim that we may make and i can assure you that you shall be paid this amount as the next of kin to my late client.  all i require is your honest co-operation to enable us see this deal through. i guarantee that this will be executed under a legitimate arrangement that will protect you from any breach of the law. trust me  as his manager of his estates, as i have all the needed information, that this is a risk-free relationship.  please get in touch with me via email: erikwong100@yahoo.com.hk  , if you are interested in helping me, so that we can discuss and i can send to you additional details.  best regards,  eric wong    ___________________________________________________________________________","1"
"assistance","attn: president/ceo.   dear sir/madam,   i am mr. gabriel medei, bank manager {hillbrow branch} of amalgamated bank of south africa {absa}. i got your email contact, in my search for a trusted partner, who will assist me with this confidential business proposal.   mr. stev  jam made a numbered times (fixed) deposited for twelve calendar months, valued at us$25,000.00 (twethy- five million us dollars) in my branch. upon maturity, i sent a routine notification to his forwarding address but got no reply. after a month, we sent a reminder and finally we discovered from his contract employers, national mining corporation that mr. stev jam died from an auto accident.   on further investigation, i found out that he did not leave a will and all attempts to trace his next of kin were fruitless. i therefore made further investigation and discovered that mr. stev jam did not declare any next of kin in all his official documents, including his bank deposit paperwork. this sum of us$25 m  is still sitting in the bank and the interest is being rolled over with the principal sum at every end of   each year. no one has come forward to claim it. according to the south african law, at the expiration of 6{six} years, the money will devert to the ownership of the south african government ,if nobody applies to claim the funds.  consequently, my proposal is that i will like you as a foreigner to stand in as the next of kin to mr. stev jam  so that the fruits of this old man's labor will not get into the hands of some corrupt government officials.                                                                 ;           this is simple   ( 1)  i shall employ the services of an attorney for drafting and obtaining the necessary documents and letter of probate/administration in your favor for the transfer.   (2) a bank account in any part of the world, which you provide, will then facilitate the transfer of this money to you as the beneficiary/next of kin of mr. stev  jam.   the money will be paid into your account for us to share in the ratio of 60% for me and 35%[us$8,750,000:00 dollars] for you then 5% will be set aside for any expenses that may occur during the transfer process. there is no risk at all as the attorney and my position will do all the paperwork for this transaction as the branch manager guarantees the successful execution of this transaction. if you are interested, please reply immediately via my email address.   upon your response shall then provide you with more details for the successful accomplishment of this transaction.  please observe utmost confidentiality, and be rest assured that this transaction would be most profitable for both of us because i shall require your assistance to invest my share in your country. awaiting your urgent reply   thanks and regards   mr. gabriel medei","1"
"17 august 2005","from:mrs.mabel ndlovu attn: you may be surprised to receive this letter from me since you don't know me personally,but for the introduction,i am mrs. mabel ndlovu,the wife of late dr.onomua andrew ndlovu who was recently murdered in the land dispute in zimbabwe. i got your contact from the international trade centre here in johhanesburg and decided to write you.my husband was among the few black zimbabwe rich famers murdered in the cold blood by the agents of the ruling governmentof president robert mugabe for his alleged support and sympathy for the zimbabwean opposition party,controlled by the white minority. before his death,he had taken me to to deposite the sum of five million dollars us$ 5m.with a security and finance company as if he knew the looming danger in zimbabwe. the money was deposited in a box as gemstones to avoid much demurrage from the security company. this money was earmarked for the purchase of new farm machinery and chemicals for the establishment of our new farm in lesotho and swaziland.this land problem arose when president robert mugabe introduced a new land act,which wholly affected the rich white famers and some blacks vehemently condemned the modusoperand""adopted by the government. this resulted to rampant killings and mob actions by the war veterans and some political thugs presently,more than six-hundred[600]people have so far been killed.heads of government from the west,especially the great britain and the united states of america have voice their condemnation of mugabe's plan.the south africa development community (sadec)has continuously supported mugabe's new land reform act.it is against this background that i and my children who are currently staying as refugee in a south african republic but currently seeking an assylum in any of the the west african countries have decided to transfer my late husband's money into a foreign account. as the only and legitimate -wife of my late husband i am saddled with the responsibility of seeking a genuine foreign account where this money could be transfer without theknowledge of my country's government who are tatically freezing our familieswealthback home in zimbabwe and the south africa government seems to be playing along with them. i am faced with the delimma of investing this amount of money in the south africa republic for the fear of encountering the same experience in future since both countries have almost the same political history.moreso ,the south africa financial foreign exchange policy does not allow such investment hence i am seeking for assistance.as a business person whom i must entrust my future and that of my family on his hands,i must let you know that this transfer is 100% risk free . therefore if you accept to assist my family,we are willing to offer you 20% of the total sum for your assitance,70% for me and my family,while 10% will be mapped out for all expenses.i would wish to invest in your country on real- estate based on your advice and i would also receive assurance that you would'nt sit on this money when transfered into your personal or company account. if this plea is acceptable by you please do send me your personaldetails,name and address,telephone and fax numbers . you should know that this business is highly confidential and shall be kept within you alone.i hope to hear from you soon on the  email address bellow.  (mabel45@ureach.com)  thanks,  best regards, mrs mabel ndlovu.      ___________________________________________________________________________ mail sent from webmail service at - http://yoursitenamehere.com","1"
"write back","mr eric wong property & lease managers 26 kesington court london, england.  dear friend,  i write you in good faith, hoping that you will treat this letter as a desperate search for assistance in a matter that shall benefit both of us. a random search based on your locality from the internet produced your name and address, please i apologise for this medium of contact as it appears the only definate way i can have assistance with this matter.  i am eric wong a property manager to a deceased immigrant property magnate who was based in the u.k., also referred to as my client.  on monday, 31 july, 2000, 13:22 gmt 14:22 uk , my client, his wife and their two children died in the air france concord plane crash bound for new york in their plan for a world cruise,  i have been managing his properties here in the u.k. and some others which he put out for sale. the properties which have long been put out  on sale have now been paid for and now the money paid has long been deposited into his local bank account here. i have contacted you to  assist in repatriating the money and estate left behind by my client before they get confiscated or declared unserviceable by his bank. particularly, the bank has issued me with a notice to provide any of his next of kin  or have the account confiscated within a short period of time.  my late client has an account valued at 30 million united states dollars only. since i have been unsuccessful in locating any of my  clients relatives for some time now and with no one coming forward since my clients passing on, and with the bank now giving me a deadline, i now  seek your consent to present you as the next of kin to my deceased client,  so that the proceeds of his account valued at 30 million united states dollars only can be paid to you.  this i intend we share amongst ourselves in the ratio of 50% to me and 40% for you while the balance 10% we shall use for settling any miscellaneous expenses that might arise. i have all the necessary  information that can be used to back up any claim that we may make and i can assure you that you shall be paid this amount as the next of kin to my late client.  all i require is your honest co-operation to enable us see this deal through. i guarantee that this will be executed under a legitimate arrangement that will protect you from any breach of the law. trust me  as his manager of his estates, as i have all the needed information, that this is a risk-free relationship.  please get in touch with me via email: erikwong100@yahoo.com.hk  , if you are interested in helping me, so that we can discuss and i can send to you additional details.  best regards,  eric wong  ___________________________________________________________________________","1"
"praise allah, the most benevolent","from : mrs ashia hassan    praise allah, the most benevolent  i am the above named person from kuwait. i am married to late  herina bana of blessed memory who worked with kuwait embassy in  sudan for nine years before he died in the year 2002. we were  married for eleven years without a child.he died after a brief  illness that lasted for only four days. before his death we were  both very devoted muslims.    since his death i too have been battling with both cancer and  fibroid problems.when my late husband was alive he deposited  the sum of $20 million (twenty  million u.s. dollars) with an  oversea private security and holding firm .    presently, this money is still with the private security and  holding firm in malaysia ,asia. recently, my doctor told me that  i would not last for the next three months due to cancer problem.  though what disturbs me most is my stroke sickness. having known my   condition i decided to donate this fund to either a moslem organisation or  devoted muslim individual that will utilize this money the way i am going to  instruct here- in. i want this muslim organisation or individual to use this  money in all sincererity to fund mosques, orphanages,widows and also propagating the word of allah and to ensure that the society upholds the views and beliefs of  the holy quran.    the holy quran emphasized so much on allah's benevolence and this has encouraged  me to take this bold step. i took this decision because i don��t have any child    that will inherit this money and my husband relatives are new christians  converts and i don��t want my husband��s hard earned money to be misused  by people i call unbelievers.    i don��t want a situation where this money will be used in an unholy manner.  hence the reason for taking this bold decision. i know that after death  i will be with allah the most beneficient and the most merciful. i don��t  need any telephone communication in this regard because of my health and  the presence of my  husband��s relatives around me always. i don��t want them to know about  this development.    with allah all things are possible. as soon as i receive your reply  i shall give you the contact of the security company. i will also  issue you a letter of authority that will prove you as the original-   beneficiary of this fund. i want you and the muslim community where  you reside to always pray for me. my happiness is that i lived a life  of a true devoted muslim worthy of emulation. whoever that wants to  serve the allah must serve him in truth and in fairness.    please always be prayerful all through your life. any delay in your  reply will give me room in sourcing for a muslim organisation or a  devoted muslim for this same purpose. until i hear from you, my dreams  will rest squarely on your shoulders. may the almighty allah continue  to guide and protect you.  reply me through this email address,aisha_hassan2000@yahoo.com regards,  mrs aisha hassan","1"
"write back","mr eric wong property & lease managers 26 kesington court london, england.  dear friend,  i write you in good faith, hoping that you will treat this letter as a desperate search for assistance in a matter that shall benefit both of us. a random search based on your locality from the internet produced your name and address, please i apologise for this medium of contact as it appears the only definate way i can have assistance with this matter.  i am eric wong a property manager to a deceased immigrant property magnate who was based in the u.k., also referred to as my client.  on monday, 31 july, 2000, 13:22 gmt 14:22 uk , my client, his wife and their two children died in the air france concord plane crash bound for new york in their plan for a world cruise,  i have been managing his properties here in the u.k. and some others which he put out for sale. the properties which have long been put out  on sale have now been paid for and now the money paid has long been deposited into his local bank account here. i have contacted you to  assist in repatriating the money and estate left behind by my client before they get confiscated or declared unserviceable by his bank. particularly, the bank has issued me with a notice to provide any of his next of kin  or have the account confiscated within a short period of time.  my late client has an account valued at 30 million united states dollars only. since i have been unsuccessful in locating any of my  clients relatives for some time now and with no one coming forward since my clients passing on, and with the bank now giving me a deadline, i now  seek your consent to present you as the next of kin to my deceased client,  so that the proceeds of his account valued at 30 million united states dollars only can be paid to you.  this i intend we share amongst ourselves in the ratio of 50% to me and 40% for you while the balance 10% we shall use for settling any miscellaneous expenses that might arise. i have all the necessary  information that can be used to back up any claim that we may make and i can assure you that you shall be paid this amount as the next of kin to my late client.  all i require is your honest co-operation to enable us see this deal through. i guarantee that this will be executed under a legitimate arrangement that will protect you from any breach of the law. trust me  as his manager of his estates, as i have all the needed information, that this is a risk-free relationship.  please get in touch with me via email: erikwong1001@yahoo.com.hk  , if you are interested in helping me, so that we can discuss and i can send to you additional details.  best regards,  eric wong   ___________________________________________________________________________","1"
